chr	Start	End	strand	gene_name	gene_body_length	epd_id	TATA-box	Inr	log10_burst_size
chr1	41479261	41481261	+	SLFNL1-AS1	29301		0	0	0.529537
chr1	42999559	43001559	+	CCDC30	119776		0	0	0.483614
chr1	43252660	43254660	+	TMEM269	10241		0	0	0.563823
chr1	43322292	43324292	+	LOC339539	31171		0	0	0.527519
chr1	43637000	43639000	+	CFAP57	38549		0	0	0.520590
chr1	45964855	45966855	+	MMACHC	10884		0	0	0.561837
chr1	46598042	46600042	+	LOC101929626	5710		0	0	0.582877
chr1	46898498	46900498	+	FAAHP1	11876		0	0	0.558992
chr1	47003367	47005367	+	MKNK1-AS1	31560		0	0	0.527115
chr1	47138707	47140707	+	EFCAB14-AS1	18062		0	0	0.545317
chr1	47643921	47645921	+	LINC00853	1090		0	0	0.636889
chr1	47900688	47902688	+	FOXD2	4675		0	0	0.589399
chr1	49722082	49724082	+	LOC101929721	11884		0	0	0.558970
chr1	52515589	52517589	+	TXNDC12-AS1	1766		0	0	0.621151
chr1	53703281	53705281	+	LOC100507564	4174		0	0	0.593097
chr1	54701115	54703115	+	SSBP3-AS1	2621		0	0	0.608273
chr1	55680080	55682080	+	LOC100507634	2048		0	0	0.616319
chr1	58325214	58327214	+	DAB1-AS1	2572		0	0	0.608889
chr1	60237466	60239466	+	LOC101926944	16035		0	0	0.549199
chr1	62118913	62120913	+	MGC34796	1887		0	0	0.618990
chr1	64013650	64015650	+	DLEU2L	1657		0	0	0.623229
chr1	66998638	67000638	+	SGIP1	217184		0	0	0.464204
chr1	70224857	70226857	+	LRRC7	363314		0	0	0.447423
chr1	70384004	70386004	+	PIN1P1	996		0	0	0.639831
chr1	71171135	71173135	+	LINC01788	80016		0	0	0.496771
chr1	71511188	71513188	+	ZRANB2-AS1	20677		0	0	0.540907
chr1	71546006	71548006	+	ZRANB2-AS2	156400		0	0	0.474913
chr1	75054418	75056418	+	ERICH3-AS1	36364		0	0	0.522494
chr1	76476008	76478008	+	LOC101927342	8033		0	0	0.571744
chr1	78443841	78445841	+	DNAJB4	38807		0	0	0.520373
chr1	78694282	78696282	+	MGC27382	139865		0	0	0.478557
chr1	84863214	84865214	+	DNASE2B	16477		0	0	0.548312
chr1	84970983	84972983	+	SPATA1	50195		0	0	0.511980
chr1	85741040	85743040	+	LOC646626	1731		0	0	0.621804
chr1	87098958	87100958	+	CLCA3P	21101		0	0	0.540245
chr1	87677351	87679351	+	LOC101927844	38663		0	0	0.520494
chr1	89872237	89874237	+	GBP1P1	17256		0	0	0.546806
chr1	90023271	90025271	+	LRRC8B	39149		0	0	0.520087
chr1	92633414	92635414	+	KIAA1107	15868		0	0	0.549541
chr1	92763521	92765521	+	RPAP2	89211		0	0	0.493224
chr1	94056524	94058524	+	LOC100129046	8063		0	0	0.571622
chr1	95392583	95394583	+	LOC729970	35243		0	0	0.523515
chr1	95526151	95528151	+	LOC101928098	5950		0	0	0.581534
chr1	95939292	95941292	+	LINC01761	4620		0	0	0.589785
chr1	96456623	96458623	+	LOC102723661	30813		0	0	0.527896
chr1	97560478	97562478	+	DPYD-AS1	227033		0	0	0.462758
chr1	98261476	98263476	+	DPYD-AS2	1131		0	0	0.635685
chr1	99468831	99470831	+	LOC100129620	144577		0	0	0.477477
chr1	100153610	100155610	+	MIR548AA1	23903		0	0	0.536178
chr1	101490401	101492401	+	LOC102606465	61534		0	0	0.505337
chr1	101788392	101790392	+	LINC01307	53477		0	0	0.509915
chr1	102336567	102338567	+	DNAJA1P5	22732		0	0	0.537817
chr1	104111025	104113025	+	ACTG1P4	1983		0	0	0.617371
chr1	104614644	104616644	+	LOC100129138	4049		0	0	0.594088
chr1	108506064	108508064	+	VAV3-AS1	30165		0	0	0.528589
chr1	109254555	109256555	+	FNDC7	29812		0	0	0.528973
chr1	109641814	109643814	+	SCARNA2	420		0	0	0.667994
chr1	110880944	110882944	+	RBM15	7359		0	0	0.574602
chr1	110949430	110951430	+	LAMTOR5-AS1	8466		0	0	0.570031
chr1	111022387	111024387	+	CYMP	10504		0	0	0.562996
chr1	111822145	111824145	+	CHIAP2	5585		0	0	0.583599
chr1	112281462	112283462	+	FAM212B-AS1	7958		0	0	0.572050
chr1	112451278	112453278	+	KCND3-AS1	1274		0	0	0.631802
chr1	113262188	113264188	+	FAM19A3	6668		0	0	0.577818
chr1	113464971	113466971	+	AKR7A2P1	1324		0	0	0.630546
chr1	114398256	114400256	+	AP4B1-AS1	44603		0	0	0.515833
chr1	116460996	116462996	+	LINC01649	6533		0	0	0.578485
chr1	117235733	117237733	+	C1orf137	12492		0	0	0.557343
chr1	117837087	117839087	+	LINC01525	25871		0	0	0.533598
chr1	120105502	120107502	+	HSD3BP4	8697		0	0	0.569153
chr1	120838004	120840004	+	FAM72B	16677		0	0	0.547919
chr1	120905033	120907033	+	HIST2H2BA	8809		0	0	0.568736
chr1	121106151	121108151	+	SRGAP2B	27534		0	0	0.531566
chr1	121106151	121108151	+	SRGAP2C	27584		0	0	0.531507
chr1	121106151	121108151	+	SRGAP2D	23910		0	0	0.536169
chr1	121259909	121261909	+	EMBP1	52777		0	0	0.510344
chr1	146092156	146094156	+	LOC100505824	703		0	0	0.651194
chr1	146372856	146374856	+	NBPF12	93783		0	0	0.491593
chr1	146648429	146650429	+	PDIA3P1	2099		0	0	0.615517
chr1	147373945	147375945	+	GJA8	6450		0	0	0.578902
chr1	147873635	147875635	+	LOC100132057	30047		0	0	0.528717
chr1	148875039	148877039	+	LOC101927429	26084		0	0	0.533330
chr1	148900844	148902844	+	DRD5P2	2210		0	0	0.613836
chr1	148900844	148902844	+	LOC101060524	2210		0	0	0.613836
chr1	148927312	148929312	+	LOC645166	23283		0	0	0.537035
chr1	149287234	149289234	+	FAM231D	3467		0	0	0.599149
chr1	149287353	149289353	+	LOC100996741	3390		0	0	0.599882
chr1	149287353	149289353	+	LOC388692	3389		0	0	0.599892
chr1	149368293	149370293	+	FCGR1CP	9010		0	0	0.568000
chr1	149575261	149577261	+	LOC103091866	96722		0	0	0.490587
chr1	150131925	150133925	+	LOC105371433	20538		0	0	0.541127
chr1	151318485	151320485	+	GBAT2	882		0	0	0.643795
chr1	151738130	151740130	+	OAZ3	4676		0	0	0.589392
chr1	151809944	151811944	+	LOC100132111	5697		0	0	0.582951
chr1	151989753	151991753	+	NBPF18P	4232		0	0	0.592646
chr1	152284934	152286934	+	FLG-AS1	53234		0	0	0.510063
chr1	152572137	152574137	+	LCE3C	425		0	0	0.667608
chr1	152626952	152628952	+	LINC00302	1328		0	0	0.630448
chr1	152680522	152682522	+	LCE4A	388		0	0	0.670579
chr1	152690997	152692997	+	C1orf68	908		0	0	0.642848
chr1	152729505	152731505	+	KPRP	4024		0	0	0.594290
chr1	152783446	152785446	+	LCE1B	1139		0	0	0.635455
chr1	152955563	152957563	+	SPRR1A	1727		0	0	0.621879
chr1	153145993	153147993	+	LOC101928009	17159		0	0	0.546990
chr1	153517217	153519217	+	LOC101928034	6028		0	0	0.581109
chr1	153765422	153767422	+	LOC343052	2356		0	0	0.611750
chr1	154525084	154527084	+	UBE2Q1-AS1	1420		0	0	0.628263
chr1	154932946	154934946	+	LOC101928120	1155		0	0	0.635000
chr1	155401970	155403970	+	POU5F1P4	1083		0	0	0.637099
chr1	155714558	155716558	+	MSTO2P	4921		0	0	0.587727
chr1	156306104	156308104	+	TSACC	9681		0	0	0.565657
chr1	156550156	156552156	+	TTC24	6362		0	0	0.579350
chr1	157097153	157099153	+	CYCSP52	310		0	0	0.677899
chr1	157894756	157896756	+	LOC105371458	23105		0	0	0.537286
chr1	157994339	157996339	+	KIRREL-IT1	6549		0	0	0.578405
chr1	158434351	158436351	+	OR10K1	942		0	0	0.641649
chr1	158575228	158577228	+	OR10Z1	942		0	0	0.641649
chr1	158723605	158725605	+	OR6K6	1032		0	0	0.638673
chr1	159258503	159260503	+	FCER1A	18511		0	0	0.544516
chr1	159400894	159402894	+	OR10J4	1132		0	0	0.635656
chr1	159408511	159410511	+	OR10J1	1089		0	0	0.636919
chr1	160286054	160288054	+	SUMO1P3	1206		0	0	0.633591
chr1	160901254	160903254	+	LOC101928372	17458		0	0	0.546426
chr1	161086861	161088861	+	NIT1	3123		0	0	0.602558
chr1	161550128	161552128	+	FCGR2C	19882		0	0	0.542186
chr1	161574848	161576848	+	HSPA7	2493		0	0	0.609906
chr1	163130464	163132464	+	LOC101928404	51349		0	0	0.511239
chr1	165666986	165668986	+	LOC440700	11213		0	0	0.560866
chr1	166572152	166574152	+	FMO9P	21321		0	0	0.539907
chr1	167062326	167064326	+	DUSP27	35040		0	0	0.523703
chr1	169072361	169074361	+	LOC101928596	783		0	0	0.647678
chr1	171105878	171107878	+	FMO6P	23824		0	0	0.536286
chr1	171307034	171309034	+	TOP1P1	2429		0	0	0.610754
chr1	171832331	171834331	+	DNM3-IT1	496		0	0	0.662569
chr1	173603442	173605442	+	LOC730159	1830		0	0	0.619990
chr1	175845478	175847478	+	LINC01657	3122		0	0	0.602568
chr1	177668658	177670658	+	LINC01741	9807		0	0	0.565236
chr1	180166143	180168143	+	FLJ23867	2716		0	0	0.607112
chr1	181142619	181144619	+	LINC01732	7723		0	0	0.573027
chr1	181204523	181206523	+	LINC01699	2217		0	0	0.613733
chr1	182375755	182377755	+	LINC00272	7193		0	0	0.575346
chr1	186368703	186370703	+	OCLM	884		0	0	0.643721
chr1	186403292	186405292	+	LOC102724919	35131		0	0	0.523619
chr1	187060973	187062973	+	LINC01036	267403		0	0	0.457420
chr1	187411759	187413759	+	LINC01037	33595		0	0	0.525077
chr1	190593019	190595019	+	LINC01720	176769		0	0	0.470920
chr1	192285121	192287121	+	RGS21	50293		0	0	0.511917
chr1	193272874	193274874	+	LINC01031	61209		0	0	0.505510
chr1	196787860	196789860	+	CFHR1	12459		0	0	0.557429
chr1	198984261	198986261	+	LINC01221	60603		0	0	0.505835
chr1	200637634	200639634	+	LOC101929224	24744		0	0	0.535050
chr1	201488031	201490031	+	RPS10P7	689		0	0	0.651850
chr1	202136178	202138178	+	PTPRVP	21399		0	0	0.539787
chr1	202788384	202790384	+	MGAT4EP	6957		0	0	0.576434
chr1	202829881	202831881	+	LOC148709	13488		0	0	0.554841
chr1	203255279	203257279	+	LINC01353	1645		0	0	0.623466
chr1	203698704	203700704	+	LINC00260	1275		0	0	0.631776
chr1	203765650	203767650	+	ZBED6	3550		0	0	0.598378
chr1	205830206	205832206	+	LOC284581	34009		0	0	0.524677
chr1	206515199	206517199	+	SRGAP2	121584		0	0	0.483126
chr1	207001221	207003221	+	IL19	14105		0	0	0.553382
chr1	207038153	207040153	+	IL20	3415		0	0	0.599642
chr1	207990723	207992723	+	LOC148696	4218		0	0	0.592754
chr1	209497800	209499800	+	LINC01696	3077		0	0	0.603042
chr1	209601164	209603164	+	MIR205HG	3728		0	0	0.596782
chr1	212001978	212003978	+	LOC102723727	17026		0	0	0.547243
chr1	212718035	212720035	+	LINC01740	10373		0	0	0.563406
chr1	214097091	214099091	+	LINC00538	1905		0	0	0.618680
chr1	216244806	216246806	+	LOC102723833	14453		0	0	0.552587
chr1	218065241	218067241	+	LINC00210	27905		0	0	0.531129
chr1	218215846	218217846	+	LINC01653	15636		0	0	0.550021
chr1	218609974	218611974	+	MIR548F3	670478		0	0	0.427439
chr1	218614967	218616967	+	TGFB2-OT1	1370		0	0	0.629432
chr1	220045618	220047618	+	RNU5F-1	246159		0	0	0.460120
chr1	221001596	221003596	+	LINC01352	3174		0	0	0.602029
chr1	222987430	222989430	+	DISP1	190907		0	0	0.468410
chr1	224179431	224181431	+	LOC100287497	17878		0	0	0.545651
chr1	224406314	224408314	+	LOC101927164	8431		0	0	0.570166
chr1	224621596	224623596	+	CNIH3	305655		0	0	0.453059
chr1	227921696	227923696	+	SNAP47	46236		0	0	0.514660
chr1	228779656	228781656	+	DUSP5P1	7503		0	0	0.573970
chr1	229643176	229645176	+	LOC101927478	5658		0	0	0.583175
chr1	231009591	231011591	+	LOC101927604	4170		0	0	0.593128
chr1	232060579	232062579	+	DISC1-IT1	19372		0	0	0.543033
chr1	232939637	232941637	+	MAP10	5455		0	0	0.584367
chr1	234781034	234783034	+	LOC101927787	14636		0	0	0.552177
chr1	235675124	235677124	+	MIR5096	205289		0	0	0.466041
chr1	238024474	238026474	+	LOC100130331	66145		0	0	0.502981
chr1	239791372	239793372	+	CHRM3	286377		0	0	0.455184
chr1	240169823	240171823	+	RPS7P5	5737		0	0	0.582723
chr1	240639408	240641408	+	MIR1273E	271809		0	0	0.456887
chr1	242120068	242122068	+	BECN2	1296		0	0	0.631243
chr1	244079703	244081703	+	LOC339529	129916		0	0	0.480964
chr1	244215506	244217506	+	ZBTB18	4274		0	0	0.592324
chr1	246951918	246953918	+	LINC01341	1870		0	0	0.619285
chr1	247418373	247420373	+	VN1R5	1074		0	0	0.637372
chr1	247653369	247655369	+	OR2W5	1342		0	0	0.630106
chr1	247750661	247752661	+	OR2G2	954		0	0	0.641236
chr1	247767887	247769887	+	OR2G3	930		0	0	0.642067
chr1	248057888	248059888	+	OR2W3	945		0	0	0.641545
chr1	248083319	248085319	+	OR2T8	939		0	0	0.641753
chr1	248111159	248113159	+	OR2L8	939		0	0	0.641753
chr1	248127633	248129633	+	OR2AK2	1008		0	0	0.639440
chr1	248152568	248154568	+	OR2L1P	925		0	0	0.642243
chr1	248184249	248186249	+	OR2L5	939		0	0	0.641753
chr1	248200473	248202473	+	OR2L2	1134		0	0	0.635599
chr1	248222983	248224983	+	OR2L3	939		0	0	0.641753
chr1	248284437	248286437	+	OR2M1P	645		0	0	0.654002
chr1	248307449	248309449	+	OR2M5	939		0	0	0.641753
chr1	248342287	248344287	+	OR2M2	1044		0	0	0.638296
chr1	248365369	248367369	+	OR2M3	939		0	0	0.641753
chr1	248401230	248403230	+	OR2M4	936		0	0	0.641857
chr1	248511076	248513076	+	OR14C36	939		0	0	0.641753
chr1	248523882	248525882	+	OR2T4	1047		0	0	0.638202
chr1	248568295	248570295	+	OR2T1	1110		0	0	0.636296
chr1	248615098	248617098	+	OR2T2	975		0	0	0.640526
chr1	248635651	248637651	+	OR2T3	957		0	0	0.641134
chr1	248650889	248652889	+	OR2T5	948		0	0	0.641442
chr1	248859362	248861362	+	LOC101928226	2049		0	0	0.616303
chr1	761902	763902	-	LINC00115	1317	LINC00115_1	0	0	0.630719
chr1	811182	813182	-	FAM41C	8732	FAM41C_1	0	0	0.569022
chr1	893679	895679	-	NOC2L	15097	NOC2L_1	0	0	0.551165
chr1	916497	918497	-	PERM1	6919	PERM1_1	0	1	0.576613
chr1	934552	936552	-	HES4	1211	HES4_1	1	0	0.925092
chr1	1008687	1010687	-	RNF223	2562	RNF223_1	1	1	1.019513
chr1	1050736	1052736	-	C1orf159	34539	C1orf159_1	0	0	0.524173
chr1	1141089	1143089	-	TNFRSF18	3202	TNFRSF18_1	0	0	0.601743
chr1	1141089	1143089	-	TNFRSF18	3202	TNFRSF18_2	0	0	0.601743
chr1	1148548	1150548	-	TNFRSF4	2843	TNFRSF4_1	0	1	0.605621
chr1	1166447	1168447	-	SDF4	15160	SDF4_2	0	0	0.551029
chr1	1166447	1168447	-	SDF4	15160	SDF4_1	0	0	0.551029
chr1	1181102	1183102	-	C1QTNF12	4277	FAM132A_1	0	0	0.592301
chr1	1208234	1210234	-	UBE2J2	19943	UBE2J2_2	0	0	0.542086
chr1	1208234	1210234	-	UBE2J2	19943	UBE2J2_1	0	1	0.542086
chr1	1242269	1244269	-	ACAP3	15506	ACAP3_1	0	1	0.550293
chr1	1259067	1261067	-	INTS11	13103	CPSF3L_1	0	0	0.555785
chr1	1283492	1285492	-	DVL1	13835	DVL1_1	0	0	0.554012
chr1	1293174	1295174	-	MXRA8	6106	MXRA8_1	0	0	0.580690
chr1	1293174	1295174	-	MXRA8	6106	MXRA8_3	0	0	0.580690
chr1	1309818	1311818	-	AURKAIP1	1709	AURKAIP1_1	0	0	0.622221
chr1	1309818	1311818	-	AURKAIP1	1709	AURKAIP1_2	0	0	0.622221
chr1	1333718	1335718	-	CCNL2	13628	CCNL2_1	0	0	0.554504
chr1	1341693	1343693	-	MRPL20	5418	MRPL20_1	0	1	0.584589
chr1	1355824	1357824	-	ANKRD65	3025	ANKRD65_1	0	0	0.603598
chr1	1368953	1370953	-	LINC01770	4417	LINC01770_1	0	0	0.591251
chr1	1474740	1476740	-	TMEM240	5583	TMEM240_1	0	0	0.583610
chr1	1509262	1511262	-	SSU72	33210	SSU72_2	0	0	0.525453
chr1	1509262	1511262	-	SSU72	33210	SSU72_1	0	0	0.525453
chr1	1534476	1536476	-	FNDC10	2089	C1orf233_1	0	0	0.615673
chr1	1654859	1656859	-	CDK11B	85257	CDK11A_1	0	0	0.494702
chr1	1623243	1625243	-	SLC35E2B	31305	SLC35E2B_2	0	0	0.527379
chr1	1623243	1625243	-	SLC35E2B	31305	SLC35E2B_3	0	0	0.527379
chr1	1623243	1625243	-	SLC35E2B	31305	SLC35E2B_1	0	0	0.527379
chr1	1655004	1657004	-	CDK11A	22182	CDK11A_1	0	0	0.538615
chr1	1676438	1678438	-	SLC35E2	18615	SLC35E2_2	0	0	0.544333
chr1	1676438	1678438	-	SLC35E2	18615	SLC35E2_1	0	0	0.544333
chr1	1708909	1710909	-	NADK	27239	NADK_1	0	0	0.531917
chr1	1708909	1710909	-	NADK	27239	NADK_3	0	0	0.531917
chr1	1821556	1823556	-	GNB1	105833	GNB1_2	0	0	0.487651
chr1	1821556	1823556	-	GNB1	105833	GNB1_1	0	1	0.487651
chr1	1849740	1851740	-	TMEM52	1712	TMEM52_1	1	1	1.050273
chr1	1934276	1936276	-	CFAP74	81887	CFAP74_1	0	1	0.496018
chr1	2125214	2127214	-	FAAP20	10316	FAAP20_1	0	1	0.563585
chr1	2322190	2324190	-	MORN1	70499	MORN1_1	0	1	0.500901
chr1	2343010	2345010	-	PEX10	7770	PEX10_1	0	0	0.572829
chr1	2457067	2459067	-	PANK4	18098	PANK4_1	1	1	0.870334
chr1	2460684	2462684	-	HES5	1501	HES5_1	1	0	0.908710
chr1	2487450	2489450	-	LOC115110	7092	TNFRSF14-AS1_1	0	1	0.575807
chr1	2563481	2565481	-	MMEL1	42401	MMEL1_1	0	1	0.517484
chr1	2705230	2707230	-	TTC34	133424	TTC34_1	0	0	0.480095
chr1	2983289	2985289	-	LINC00982	8109	PRDM16-DT_1	0	0	0.571437
chr1	3527059	3529059	-	MEGF6	123554	MEGF6_1	0	0	0.482602
chr1	3565671	3567671	-	WRAP73	19341	WRAP73_1	0	1	0.543085
chr1	3712068	3714068	-	LRRC47	16285	LRRC47_1	0	0	0.548695
chr1	3772797	3774797	-	CEP104	45153	CEP104_1	0	0	0.515433
chr1	3815857	3817857	-	C1orf174	11161	C1orf174_1	0	1	0.561017
chr1	6051533	6053533	-	NPHP4	129666	NPHP4_1	0	0	0.481027
chr1	6239194	6241194	-	CHD5	78348	CHD5_1	0	0	0.497459
chr1	6258679	6260679	-	RPL22	14600	RPL22_1	0	0	0.552257
chr1	6295044	6297044	-	ICMT	14792	ICMT_1	0	0	0.551831
chr1	6320035	6322035	-	GPR153	13630	GPR153_1	0	0	0.554499
chr1	6452826	6454826	-	ACOT7	129495	ACOT7_1	0	1	0.481070
chr1	6478979	6480979	-	HES2	4686	HES2_1	0	1	0.589323
chr1	6525255	6527255	-	TNFRSF25	5042	TNFRSF25_1	0	0	0.586935
chr1	6525255	6527255	-	TNFRSF25	5042	TNFRSF25_2	0	0	0.586935
chr1	6550761	6552761	-	PLEKHG5	25610	PLEKHG5_5	0	0	0.533928
chr1	6613658	6615658	-	NOL9	33252	NOL9_1	0	0	0.525411
chr1	6661958	6663958	-	KLHL21	12175	KLHL21_1	1	0	0.748983
chr1	6760966	6762966	-	DNAJC11	67739	DNAJC11_1	0	0	0.502204
chr1	7912104	7914104	-	UTS2	5433	UTS2_1	1	0	0.810554
chr1	8085393	8087393	-	ERRFI1	14615	ERRFI1_2	0	0	0.552224
chr1	8085393	8087393	-	ERRFI1	14615	ERRFI1_1	1	0	0.735045
chr1	8876699	8878699	-	RERE	465236	RERE_1	0	1	0.439358
chr1	8938151	8940151	-	ENO1	18093	ENO1_2	0	1	0.545261
chr1	9085404	9087404	-	SLC2A7	23046	SLC2A7_1	1	1	0.851892
chr1	9128887	9130887	-	SLC2A5	32883	SLC2A5_1	1	0	0.673168
chr1	9128887	9130887	-	SLC2A5	32883	SLC2A5_2	0	0	0.525775
chr1	9188229	9190229	-	GPR157	24754	GPR157_1	0	1	0.535037
chr1	9241397	9243397	-	MIR34AHG	34328	MIR34AHG_1	0	0	0.524373
chr1	9488055	9490055	-	LOC100506022	3903	LINC02606_1	0	1	0.595286
chr1	9713644	9715644	-	PIK3CD-AS1	1977	PIK3CD-AS1_1	0	0	0.617470
chr1	9746632	9748632	-	PIK3CD-AS2	15149	PIK3CD-AS2_1	0	0	0.551053
chr1	9883584	9885584	-	CLSTN1	95506	CLSTN1_1	0	0	0.491000
chr1	9969316	9971316	-	CTNNBIP1	61983	CTNNBIP1_1	0	0	0.505100
chr1	10002485	10004485	-	LZIC	17130	LZIC_1	1	0	0.722929
chr1	10531613	10533613	-	DFFA	12011	DFFA_1	0	0	0.558624
chr1	10531613	10533613	-	DFFA	12011	DFFA_2	0	0	0.558624
chr1	10855733	10857733	-	CASZ1	149471	CASZ1_1	0	1	0.476391
chr1	11041094	11043094	-	C1orf127	35565	C1orf127_1	0	0	0.523218
chr1	11106296	11108296	-	MASP2	20717	MASP2_1	0	1	0.540844
chr1	11119091	11121091	-	SRM	5443	SRM_1	0	0	0.584439
chr1	11158967	11160967	-	EXOSC10	33298	EXOSC10_1	0	0	0.525366
chr1	11321608	11323608	-	MTOR	156021	MTOR_1	0	0	0.474992
chr1	11713888	11715888	-	FBXO2	6471	FBXO2_1	1	1	0.948812
chr1	11713888	11715888	-	FBXO2	6471	FBXO2_2	0	1	0.578796
chr1	11740271	11742271	-	MAD2L2	6735	MAD2L2_2	0	0	0.577492
chr1	11865160	11867160	-	MTHFR	20374	MTHFR_1	0	1	0.541388
chr1	11906840	11908840	-	NPPA	2074	NPPA_1	1	0	0.884037
chr1	11917992	11919992	-	NPPB	1472	NPPB_1	1	0	0.910199
chr1	11985485	11987485	-	KIAA2013	6841	KIAA2013_1	0	0	0.576983
chr1	12676737	12678737	-	DHRS3	49799	DHRS3_2	0	0	0.512239
chr1	12676737	12678737	-	DHRS3	49799	DHRS3_1	0	0	0.512239
chr1	12890264	12892264	-	PRAMEF11	6647	PRAMEF11_1	0	0	0.577921
chr1	12907157	12909157	-	HNRNPCL4	928	HNRNPCL1_1	0	0	0.642137
chr1	12907235	12909235	-	HNRNPCL3	1006	HNRNPCL1_1	0	0	0.639505
chr1	12907609	12909609	-	HNRNPCL1	1380	HNRNPCL1_1	0	0	0.629195
chr1	12945025	12947025	-	PRAMEF4	6993	PRAMEF4_1	0	0	0.576266
chr1	13183326	13185326	-	HNRNPCL2	1367	HNRNPCL2_1	0	0	0.629504
chr1	13672511	13674511	-	PRAMEF13	5243	PRAMEF14_1	1	0	0.813270
chr1	13672511	13674511	-	PRAMEF14	5243	PRAMEF14_1	1	0	0.813270
chr1	13839242	13841242	-	LRRC38	38798	LRRC38_2	0	1	0.520380
chr1	13839242	13841242	-	LRRC38	38798	LRRC38_1	0	0	0.520380
chr1	15477960	15479960	-	TMEM51-AS1	40650	TMEM51-AS1_1	0	0	0.518860
chr1	15849940	15851940	-	CASP9	33045	CASP9_1	0	0	0.525615
chr1	15849940	15851940	-	CASP9	33045	CASP9_3	0	0	0.525615
chr1	15849940	15851940	-	CASP9	33045	CASP9_2	0	0	0.525615
chr1	15910605	15912605	-	AGMAT	13412	AGMAT_1	0	1	0.555025
chr1	16133194	16135194	-	UQCRHL	538	UQCRHL_1	0	0	0.659918
chr1	16301627	16303627	-	ZBTB17	34264	ZBTB17_1	0	0	0.524434
chr1	16344285	16346285	-	HSPB7	4763	HSPB7_1	1	0	0.820596
chr1	16344285	16346285	-	HSPB7	4763	HSPB7_2	0	0	0.588791
chr1	16399127	16401127	-	FAM131C	15864	FAM131C_1	0	1	0.549549
chr1	16481604	16483604	-	EPHA2	31773	EPHA2_1	0	1	0.526895
chr1	16538166	16540166	-	ARHGEF19	14818	ARHGEF19_1	0	0	0.551774
chr1	16562659	16564659	-	RSG1	5478	RSG1_1	0	0	0.584229
chr1	16677986	16679986	-	FBXO42	105652	FBXO42_1	0	1	0.487707
chr1	16939100	16941100	-	NBPF1	51179	NBPF1_1	0	0	0.511347
chr1	17306173	17308173	-	MFAP2	6175	MFAP2_1	0	0	0.580323
chr1	17306173	17308173	-	MFAP2	6175	MFAP2_3	0	0	0.580323
chr1	17337467	17339467	-	ATP13A2	26015	ATP13A2_1	0	1	0.533417
chr1	17379665	17381665	-	SDHB	35441	SDHB_2	0	0	0.523332
chr1	17379665	17381665	-	SDHB	35441	SDHB_1	0	0	0.523332
chr1	17444948	17446948	-	PADI2	52693	PADI2_1	0	0	0.510396
chr1	17765250	17767250	-	RCC2	33000	RCC2_3	0	1	0.525660
chr1	17765250	17767250	-	RCC2	33000	RCC2_2	0	0	0.525660
chr1	19228293	19230293	-	ALDH4A1	31370	ALDH4A1_1	0	0	0.527312
chr1	19228293	19230293	-	ALDH4A1	31370	ALDH4A1_2	1	0	0.676762
chr1	19281826	19283826	-	IFFO2	52053	IFFO2_1	0	0	0.510795
chr1	19535746	19537746	-	UBR4	135747	UBR4_1	0	0	0.479532
chr1	19577053	19579053	-	EMC1	35896	EMC1_1	0	0	0.522916
chr1	19614280	19616280	-	AKR7A3	6224	AKR7A3_1	0	0	0.580065
chr1	19637640	19639640	-	AKR7A2	9439	AKR7A2_1	0	0	0.566483
chr1	19811135	19813135	-	CAPZB	146869	CAPZB_1	0	0	0.476964
chr1	19811135	19813135	-	CAPZB	146869	CAPZB_3	0	1	0.476964
chr1	20125514	20127514	-	TMCO4	117809	TMCO4_1	0	0	0.484154
chr1	20140771	20142771	-	RNF186	1250	RNF186_1	0	0	0.632422
chr1	20249110	20251110	-	PLA2G2E	3311	PLA2G2E_1	1	1	0.999943
chr1	20305932	20307932	-	PLA2G2A	5009	PLA2G2A_1	1	0	0.816754
chr1	20305932	20307932	-	PLA2G2A	5009	PLA2G2A_2	0	1	0.587149
chr1	20445059	20447059	-	PLA2G2D	6917	PLA2G2D_1	1	0	0.792126
chr1	20511979	20513979	-	UBXN10-AS1	2244	UBXN10-AS1_1	0	0	0.613338
chr1	20811728	20813728	-	CAMK2N1	3845	CAMK2N1_2	0	1	0.595774
chr1	20811728	20813728	-	CAMK2N1	3845	CAMK2N1_1	0	0	0.595774
chr1	20833674	20835674	-	MUL1	8734	MUL1_1	0	0	0.569015
chr1	20977686	20979686	-	PINK1-AS	9537	PINK1-AS_1	1	0	0.767617
chr1	20987037	20989037	-	DDOST	9778	DDOST_1	0	1	0.565332
chr1	21043510	21045510	-	KIF17	54004	KIF17_1	0	0	0.509595
chr1	21043510	21045510	-	KIF17	54004	KIF17_2	0	0	0.509595
chr1	21058133	21060133	-	SH2D5	12909	SH2D5_1	0	1	0.556272
chr1	21112181	21114181	-	HP1BP3	44011	HP1BP3_1	0	1	0.516269
chr1	21502381	21504381	-	EIF4G3	370597	EIF4G3_1	0	1	0.446775
chr1	21615982	21617982	-	ECE1	73243	ECE1_3	0	1	0.499656
chr1	21615982	21617982	-	ECE1	73243	ECE1_2	0	1	0.499656
chr1	21994856	21996856	-	RAP1GAP	73149	RAP1GAP_1	0	1	0.499698
chr1	22108688	22110688	-	USP48	104605	USP48_1	0	0	0.488032
chr1	22108688	22110688	-	USP48	104605	USP48_2	0	0	0.488032
