chr	start	end	length	read_count	class	promoter_gene	genic_gene	name
chr22	21805440	21805940	500	41	genic		HIC2	chr22:21805440-21805940
chr22	21806225	21806725	500	49	intergenic			chr22:21806225-21806725
chr22	21810681	21811181	500	39	intergenic			chr22:21810681-21811181
chr22	21811359	21811859	500	82	intergenic			chr22:21811359-21811859
chr22	21822385	21822885	500	793	promoter	TMEM191C	TMEM191C	chr22:21822385-21822885
chr22	21844990	21845490	500	19	genic		PI4KAP2	chr22:21844990-21845490
chr22	21865851	21866351	500	30	genic		PI4KAP2	chr22:21865851-21866351
chr22	21885441	21885941	500	15	intergenic			chr22:21885441-21885941
chr22	21899049	21899549	500	38	intergenic			chr22:21899049-21899549
chr22	21909685	21910185	500	66	intergenic			chr22:21909685-21910185
chr22	21910249	21910749	500	1016	intergenic			chr22:21910249-21910749
chr22	21918573	21919073	500	84	intergenic			chr22:21918573-21919073
chr22	21921752	21922252	500	561	promoter	UBE2L3	UBE2L3	chr22:21921752-21922252
chr22	21922920	21923420	500	306	genic		UBE2L3	chr22:21922920-21923420
chr22	21925310	21925810	500	257	genic		UBE2L3	chr22:21925310-21925810
chr22	21928627	21929127	500	227	genic		UBE2L3	chr22:21928627-21929127
chr22	21932720	21933220	500	63	genic		UBE2L3	chr22:21932720-21933220
chr22	21933888	21934648	760	109	genic		UBE2L3	chr22:21933888-21934648
chr22	21942253	21942753	500	2030	genic		UBE2L3	chr22:21942253-21942753
chr22	21948111	21948611	500	109	genic		UBE2L3	chr22:21948111-21948611
chr22	21953500	21954000	500	61	genic		UBE2L3	chr22:21953500-21954000
chr22	21958190	21958690	500	108	genic		UBE2L3	chr22:21958190-21958690
chr22	21959073	21959573	500	99	genic		UBE2L3	chr22:21959073-21959573
chr22	21960971	21961471	500	132	genic		UBE2L3	chr22:21960971-21961471
chr22	21961841	21962341	500	238	genic		UBE2L3	chr22:21961841-21962341
chr22	21962844	21963344	500	146	genic		UBE2L3	chr22:21962844-21963344
chr22	21969870	21970370	500	50	genic		UBE2L3	chr22:21969870-21970370
chr22	21973291	21973791	500	56	genic		UBE2L3	chr22:21973291-21973791
chr22	21974293	21974793	500	148	genic		UBE2L3	chr22:21974293-21974793
chr22	21978385	21978885	500	329	intergenic			chr22:21978385-21978885
chr22	21979655	21980155	500	205	intergenic			chr22:21979655-21980155
chr22	21983443	21983943	500	1218	promoter	YDJC	YDJC	chr22:21983443-21983943
chr22	21984123	21984623	500	1391	promoter	YDJC	YDJC	chr22:21984123-21984623
chr22	21986741	21987241	500	2818	promoter	CCDC116	CCDC116	chr22:21986741-21987241
chr22	21995643	21996143	500	868	promoter	SDF2L1		chr22:21995643-21996143
chr22	21996171	21996671	500	3539	promoter	SDF2L1	SDF2L1	chr22:21996171-21996671
chr22	21997293	21997793	500	543	promoter	SDF2L1	SDF2L1	chr22:21997293-21997793
chr22	22000926	22001426	500	624	intergenic			chr22:22000926-22001426
chr22	22005335	22005835	500	360	intergenic			chr22:22005335-22005835
chr22	22006141	22006641	500	1151	intergenic			chr22:22006141-22006641
chr22	22010892	22011392	500	337	intergenic			chr22:22010892-22011392
chr22	22011606	22012106	500	1326	intergenic			chr22:22011606-22012106
chr22	22014312	22014812	500	153	intergenic			chr22:22014312-22014812
chr22	22020211	22020711	500	1624	promoter	PPIL2	PPIL2	chr22:22020211-22020711
chr22	22021050	22021550	500	147	promoter	PPIL2	PPIL2	chr22:22021050-22021550
chr22	22026353	22026853	500	32	genic		PPIL2	chr22:22026353-22026853
chr22	22035177	22035677	500	28	genic		PPIL2	chr22:22035177-22035677
chr22	22036246	22036746	500	36	genic		PPIL2	chr22:22036246-22036746
chr22	22039536	22040036	500	31	genic		PPIL2	chr22:22039536-22040036
chr22	22041085	22041585	500	52	genic		PPIL2	chr22:22041085-22041585
chr22	22044595	22045095	500	40	genic		PPIL2	chr22:22044595-22045095
chr22	22052766	22053266	500	91	genic		YPEL1	chr22:22052766-22053266
chr22	22055190	22056017	827	218	genic		YPEL1	chr22:22055190-22056017
chr22	22058146	22058646	500	76	genic		YPEL1	chr22:22058146-22058646
chr22	22061920	22062420	500	265	genic		YPEL1	chr22:22061920-22062420
chr22	22067292	22067792	500	1428	genic		YPEL1	chr22:22067292-22067792
chr22	22073341	22073841	500	86	genic		YPEL1	chr22:22073341-22073841
chr22	22080929	22081429	500	167	genic		YPEL1	chr22:22080929-22081429
chr22	22090036	22090536	500	2351	promoter	YPEL1	YPEL1	chr22:22090036-22090536
chr22	22097801	22098301	500	61	intergenic			chr22:22097801-22098301
chr22	22098406	22098906	500	163	intergenic			chr22:22098406-22098906
chr22	22108836	22109336	500	2989	intergenic			chr22:22108836-22109336
chr22	22110027	22110527	500	785	intergenic			chr22:22110027-22110527
chr22	22114872	22115372	500	115	genic		MAPK1	chr22:22114872-22115372
chr22	22121393	22121893	500	55	genic		MAPK1	chr22:22121393-22121893
chr22	22127917	22128417	500	31	genic		MAPK1	chr22:22127917-22128417
chr22	22129019	22129519	500	118	genic		MAPK1	chr22:22129019-22129519
chr22	22133157	22133657	500	564	genic		MAPK1	chr22:22133157-22133657
chr22	22134408	22134908	500	64	genic		MAPK1	chr22:22134408-22134908
chr22	22138950	22139450	500	385	genic		MAPK1	chr22:22138950-22139450
chr22	22140233	22140733	500	67	genic		MAPK1	chr22:22140233-22140733
chr22	22145983	22146483	500	1017	genic		MAPK1	chr22:22145983-22146483
chr22	22154733	22155233	500	50	genic		MAPK1	chr22:22154733-22155233
chr22	22156234	22156734	500	54	genic		MAPK1	chr22:22156234-22156734
chr22	22157390	22157890	500	54	genic		MAPK1	chr22:22157390-22157890
chr22	22161726	22162614	888	84	genic		MAPK1	chr22:22161726-22162614
chr22	22163090	22163590	500	33	genic		MAPK1	chr22:22163090-22163590
chr22	22164293	22164793	500	49	genic		MAPK1	chr22:22164293-22164793
chr22	22170329	22170829	500	80	genic		MAPK1	chr22:22170329-22170829
chr22	22170908	22171408	500	1301	genic		MAPK1	chr22:22170908-22171408
chr22	22173610	22174110	500	168	genic		MAPK1	chr22:22173610-22174110
chr22	22178337	22178837	500	241	genic		MAPK1	chr22:22178337-22178837
chr22	22179912	22180412	500	153	genic		MAPK1	chr22:22179912-22180412
chr22	22180436	22180936	500	449	genic		MAPK1	chr22:22180436-22180936
chr22	22181485	22181985	500	119	genic		MAPK1	chr22:22181485-22181985
chr22	22186785	22187285	500	286	genic		MAPK1	chr22:22186785-22187285
chr22	22191495	22191995	500	207	genic		MAPK1	chr22:22191495-22191995
chr22	22197529	22198029	500	93	genic		MAPK1	chr22:22197529-22198029
chr22	22199963	22200463	500	49	genic		MAPK1	chr22:22199963-22200463
chr22	22200490	22200990	500	183	genic		MAPK1	chr22:22200490-22200990
chr22	22202269	22202769	500	94	genic		MAPK1	chr22:22202269-22202769
chr22	22202854	22203354	500	63	genic		MAPK1	chr22:22202854-22203354
chr22	22203763	22204561	798	150	genic		MAPK1	chr22:22203763-22204561
chr22	22208815	22209315	500	98	genic		MAPK1	chr22:22208815-22209315
chr22	22209985	22210485	500	108	genic		MAPK1	chr22:22209985-22210485
chr22	22212519	22213019	500	113	genic		MAPK1	chr22:22212519-22213019
chr22	22214739	22215239	500	126	genic		MAPK1	chr22:22214739-22215239
chr22	22215684	22216184	500	147	genic		MAPK1	chr22:22215684-22216184
chr22	22216985	22217485	500	311	genic		MAPK1	chr22:22216985-22217485
chr22	22219308	22219808	500	184	genic		MAPK1	chr22:22219308-22219808
chr22	22221922	22222422	500	1866	promoter	MAPK1	MAPK1	chr22:22221922-22222422
chr22	22230761	22231261	500	221	intergenic			chr22:22230761-22231261
chr22	22236035	22236535	500	76	intergenic			chr22:22236035-22236535
chr22	22237034	22237534	500	241	intergenic			chr22:22237034-22237534
chr22	22242090	22242590	500	23	intergenic			chr22:22242090-22242590
chr22	22243740	22244240	500	35	intergenic			chr22:22243740-22244240
chr22	22244700	22245200	500	43	intergenic			chr22:22244700-22245200
chr22	22249031	22249531	500	36	intergenic			chr22:22249031-22249531
chr22	22254173	22254673	500	37	intergenic			chr22:22254173-22254673
chr22	22256652	22257152	500	36	intergenic			chr22:22256652-22257152
chr22	22257346	22257846	500	41	intergenic			chr22:22257346-22257846
chr22	22264587	22265087	500	232	intergenic			chr22:22264587-22265087
chr22	22265388	22265888	500	134	intergenic			chr22:22265388-22265888
chr22	22270927	22271749	822	85	intergenic			chr22:22270927-22271749
chr22	22271935	22272435	500	48	intergenic			chr22:22271935-22272435
chr22	22273618	22274118	500	39	genic		PPM1F	chr22:22273618-22274118
chr22	22281606	22282106	500	38	genic		PPM1F	chr22:22281606-22282106
chr22	22282650	22283150	500	30	genic		PPM1F	chr22:22282650-22283150
chr22	22284293	22284793	500	32	genic		PPM1F	chr22:22284293-22284793
chr22	22290610	22291110	500	160	genic		PPM1F	chr22:22290610-22291110
chr22	22292280	22293226	946	1670	genic		PPM1F	chr22:22292280-22293226
chr22	22301258	22301758	500	103	genic		PPM1F	chr22:22301258-22301758
chr22	22301986	22302486	500	1272	genic		PPM1F	chr22:22301986-22302486
chr22	22306365	22306865	500	100	promoter	PPM1F	PPM1F	chr22:22306365-22306865
chr22	22307034	22307534	500	473	promoter	PPM1F	PPM1F	chr22:22307034-22307534
chr22	22313047	22313547	500	32	genic		TOP3B	chr22:22313047-22313547
chr22	22313651	22314151	500	28	genic		TOP3B	chr22:22313651-22314151
chr22	22315042	22315542	500	34	genic		TOP3B	chr22:22315042-22315542
chr22	22316009	22316509	500	33	genic		TOP3B	chr22:22316009-22316509
chr22	22319260	22319760	500	37	genic		TOP3B	chr22:22319260-22319760
chr22	22321434	22321934	500	29	genic		TOP3B	chr22:22321434-22321934
chr22	22326546	22327046	500	90	genic		TOP3B	chr22:22326546-22327046
chr22	22328592	22329092	500	47	genic		TOP3B	chr22:22328592-22329092
chr22	22336294	22336794	500	110	promoter	TOP3B	TOP3B	chr22:22336294-22336794
chr22	22336973	22337473	500	517	promoter	TOP3B	TOP3B	chr22:22336973-22337473
chr22	22339218	22339718	500	390	intergenic			chr22:22339218-22339718
chr22	22342121	22342621	500	147	intergenic			chr22:22342121-22342621
chr22	22344566	22345066	500	69	intergenic			chr22:22344566-22345066
chr22	22346242	22346742	500	84	genic		PRAMENP	chr22:22346242-22346742
chr22	22346965	22347465	500	180	genic		PRAMENP	chr22:22346965-22347465
chr22	22356300	22356800	500	708	genic		PRAMENP	chr22:22356300-22356800
chr22	22357155	22357655	500	263	genic		PRAMENP	chr22:22357155-22357655
chr22	22363841	22364341	500	37	genic		PRAMENP	chr22:22363841-22364341
chr22	22364594	22365094	500	35	genic		PRAMENP	chr22:22364594-22365094
chr22	22369920	22370420	500	38	genic		PRAMENP	chr22:22369920-22370420
chr22	22372301	22372801	500	55	genic		PRAMENP	chr22:22372301-22372801
chr22	22377264	22377764	500	70	genic		PRAMENP	chr22:22377264-22377764
chr22	22377869	22378369	500	143	genic		PRAMENP	chr22:22377869-22378369
chr22	22384902	22385402	500	208	genic		PRAMENP	chr22:22384902-22385402
chr22	22387928	22388428	500	85	genic		PRAMENP	chr22:22387928-22388428
chr22	22392083	22392583	500	306	genic		PRAMENP	chr22:22392083-22392583
chr22	22396330	22396830	500	196	genic		PRAMENP	chr22:22396330-22396830
chr22	22397340	22397840	500	46	promoter	PRAMENP	PRAMENP	chr22:22397340-22397840
chr22	22398123	22398623	500	45	promoter	PRAMENP	PRAMENP	chr22:22398123-22398623
chr22	22401924	22402424	500	35	intergenic			chr22:22401924-22402424
chr22	22403301	22403801	500	61	intergenic			chr22:22403301-22403801
chr22	22413045	22413545	500	54	intergenic			chr22:22413045-22413545
chr22	22414944	22415444	500	87	intergenic			chr22:22414944-22415444
chr22	22415944	22416444	500	37	intergenic			chr22:22415944-22416444
chr22	22417470	22417970	500	77	intergenic			chr22:22417470-22417970
chr22	22424612	22425112	500	66	intergenic			chr22:22424612-22425112
chr22	22429574	22430304	730	54	intergenic			chr22:22429574-22430304
chr22	22437183	22437683	500	36	intergenic			chr22:22437183-22437683
chr22	22440091	22440591	500	98	intergenic			chr22:22440091-22440591
chr22	22445499	22445999	500	39	intergenic			chr22:22445499-22445999
chr22	22447774	22448274	500	24	intergenic			chr22:22447774-22448274
chr22	22454521	22455021	500	202	intergenic			chr22:22454521-22455021
chr22	22457373	22457873	500	50	intergenic			chr22:22457373-22457873
chr22	22464063	22464563	500	678	intergenic			chr22:22464063-22464563
chr22	22465641	22466141	500	1047	intergenic			chr22:22465641-22466141
chr22	22472772	22473272	500	42	intergenic			chr22:22472772-22473272
chr22	22473306	22473806	500	48	intergenic			chr22:22473306-22473806
chr22	22474475	22474975	500	30	intergenic			chr22:22474475-22474975
chr22	22475494	22475994	500	55	intergenic			chr22:22475494-22475994
chr22	22476847	22477347	500	85	intergenic			chr22:22476847-22477347
chr22	22477964	22478464	500	59	intergenic			chr22:22477964-22478464
chr22	22480891	22481391	500	35	intergenic			chr22:22480891-22481391
chr22	22483166	22483666	500	35	intergenic			chr22:22483166-22483666
chr22	22489723	22490223	500	35	intergenic			chr22:22489723-22490223
chr22	22496585	22497085	500	261	intergenic			chr22:22496585-22497085
chr22	22497862	22498362	500	97	intergenic			chr22:22497862-22498362
chr22	22503560	22504060	500	31	intergenic			chr22:22503560-22504060
chr22	22511056	22511556	500	365	intergenic			chr22:22511056-22511556
chr22	22512567	22513067	500	56	intergenic			chr22:22512567-22513067
chr22	22516182	22516682	500	38	intergenic			chr22:22516182-22516682
chr22	22517792	22518292	500	29	intergenic			chr22:22517792-22518292
chr22	22522850	22523350	500	163	intergenic			chr22:22522850-22523350
chr22	22523582	22524082	500	35	intergenic			chr22:22523582-22524082
chr22	22524950	22525450	500	29	intergenic			chr22:22524950-22525450
chr22	22533376	22533876	500	40	intergenic			chr22:22533376-22533876
chr22	22535149	22535649	500	30	intergenic			chr22:22535149-22535649
chr22	22538457	22538957	500	28	intergenic			chr22:22538457-22538957
chr22	22549656	22550156	500	322	intergenic			chr22:22549656-22550156
chr22	22555387	22555887	500	98	intergenic			chr22:22555387-22555887
chr22	22556078	22556863	785	63	intergenic			chr22:22556078-22556863
chr22	22560630	22561130	500	96	intergenic			chr22:22560630-22561130
chr22	22562071	22562571	500	122	intergenic			chr22:22562071-22562571
chr22	22573132	22573632	500	30	intergenic			chr22:22573132-22573632
chr22	22579376	22579876	500	18	intergenic			chr22:22579376-22579876
chr22	22580828	22581328	500	17	intergenic			chr22:22580828-22581328
chr22	22589982	22590482	500	51	intergenic			chr22:22589982-22590482
chr22	22592278	22592778	500	38	intergenic			chr22:22592278-22592778
chr22	22609211	22609711	500	32	intergenic			chr22:22609211-22609711
chr22	22610394	22610894	500	23	intergenic			chr22:22610394-22610894
chr22	22617063	22617563	500	112	intergenic			chr22:22617063-22617563
chr22	22624728	22625228	500	31	intergenic			chr22:22624728-22625228
chr22	22651973	22652789	816	210	promoter	BMS1P20	BMS1P20	chr22:22651973-22652789
chr22	22676284	22676784	500	111	genic		BMS1P20	chr22:22676284-22676784
chr22	22689014	22689514	500	19	intergenic			chr22:22689014-22689514
chr22	22697155	22697655	500	179	intergenic			chr22:22697155-22697655
chr22	22702306	22702806	500	32	intergenic			chr22:22702306-22702806
chr22	22703084	22703584	500	25	intergenic			chr22:22703084-22703584
chr22	22711532	22712032	500	344	intergenic			chr22:22711532-22712032
chr22	22723509	22724009	500	45	intergenic			chr22:22723509-22724009
chr22	22728807	22729307	500	32	intergenic			chr22:22728807-22729307
chr22	22734237	22735187	950	71	intergenic			chr22:22734237-22735187
chr22	22749799	22750299	500	32	intergenic			chr22:22749799-22750299
chr22	22750411	22750911	500	32	intergenic			chr22:22750411-22750911
chr22	22763588	22764088	500	97	intergenic			chr22:22763588-22764088
chr22	22776945	22777445	500	203	intergenic			chr22:22776945-22777445
chr22	22785705	22786205	500	183	intergenic			chr22:22785705-22786205
chr22	22802873	22803373	500	22	intergenic			chr22:22802873-22803373
chr22	22804826	22805326	500	40	intergenic			chr22:22804826-22805326
chr22	22814970	22815470	500	126	intergenic			chr22:22814970-22815470
chr22	22817395	22817895	500	102	intergenic			chr22:22817395-22817895
chr22	22818361	22818861	500	436	intergenic			chr22:22818361-22818861
chr22	22827428	22827928	500	24	intergenic			chr22:22827428-22827928
chr22	22829054	22829554	500	45	intergenic			chr22:22829054-22829554
chr22	22832812	22833312	500	81	intergenic			chr22:22832812-22833312
chr22	22834377	22835205	828	76	intergenic			chr22:22834377-22835205
chr22	22835261	22835761	500	39	intergenic			chr22:22835261-22835761
chr22	22839281	22839781	500	50	genic		ZNF280B	chr22:22839281-22839781
chr22	22840168	22841130	962	69	genic		ZNF280B	chr22:22840168-22841130
chr22	22851804	22852304	500	44	genic		ZNF280B	chr22:22851804-22852304
chr22	22856509	22857009	500	33	genic		ZNF280B	chr22:22856509-22857009
chr22	22861991	22862491	500	183	genic		ZNF280B	chr22:22861991-22862491
chr22	22862899	22863399	500	1231	promoter	ZNF280B	ZNF280B	chr22:22862899-22863399
chr22	22873970	22874902	932	2605	promoter	ZNF280A	ZNF280A	chr22:22873970-22874902
chr22	22881253	22881753	500	54	intergenic			chr22:22881253-22881753
chr22	22882663	22883163	500	30	intergenic			chr22:22882663-22883163
chr22	22889002	22889941	939	158	intergenic			chr22:22889002-22889941
chr22	22890061	22890561	500	181	genic		PRAME	chr22:22890061-22890561
chr22	22890771	22891556	785	114	genic		PRAME	chr22:22890771-22891556
chr22	22895077	22895577	500	144	genic		PRAME	chr22:22895077-22895577
chr22	22896105	22896605	500	272	genic		PRAME	chr22:22896105-22896605
chr22	22899351	22899851	500	255	genic		PRAME	chr22:22899351-22899851
chr22	22899897	22900397	500	1723	genic		PRAME	chr22:22899897-22900397
chr22	22901402	22901902	500	3038	promoter	PRAME,LL22NC03-63E9.3	PRAME,LL22NC03-63E9.3	chr22:22901402-22901902
chr22	22908309	22908809	500	39	genic		LL22NC03-63E9.3	chr22:22908309-22908809
chr22	22909415	22909915	500	35	intergenic			chr22:22909415-22909915
chr22	22918754	22919254	500	165	intergenic			chr22:22918754-22919254
chr22	22921438	22921938	500	108	intergenic			chr22:22921438-22921938
chr22	22929226	22929726	500	267	intergenic			chr22:22929226-22929726
chr22	22936454	22936954	500	308	intergenic			chr22:22936454-22936954
chr22	22939500	22940000	500	44	intergenic			chr22:22939500-22940000
chr22	22943489	22943989	500	39	intergenic			chr22:22943489-22943989
chr22	22948890	22949390	500	38	intergenic			chr22:22948890-22949390
chr22	22955324	22955824	500	44	intergenic			chr22:22955324-22955824
chr22	22957622	22958122	500	38	intergenic			chr22:22957622-22958122
chr22	22958551	22959051	500	104	intergenic			chr22:22958551-22959051
chr22	22962370	22962870	500	40	intergenic			chr22:22962370-22962870
chr22	22964823	22965323	500	20	intergenic			chr22:22964823-22965323
chr22	22973790	22974290	500	39	genic		POM121L1P	chr22:22973790-22974290
chr22	22975788	22976288	500	20	genic		POM121L1P	chr22:22975788-22976288
chr22	22978684	22979184	500	190	genic		POM121L1P	chr22:22978684-22979184
chr22	22994016	22994516	500	78	intergenic			chr22:22994016-22994516
chr22	22996499	22996999	500	56	intergenic			chr22:22996499-22996999
chr22	22997605	22998537	932	56	intergenic			chr22:22997605-22998537
chr22	23002379	23002879	500	39	intergenic			chr22:23002379-23002879
chr22	23008948	23009448	500	111	intergenic			chr22:23008948-23009448
chr22	23023865	23024365	500	182	intergenic			chr22:23023865-23024365
chr22	23027337	23027837	500	107	intergenic			chr22:23027337-23027837
chr22	23030031	23030531	500	329	intergenic			chr22:23030031-23030531
chr22	23035223	23035723	500	152	intergenic			chr22:23035223-23035723
chr22	23044533	23045388	855	72	intergenic			chr22:23044533-23045388
chr22	23046061	23046561	500	43	intergenic			chr22:23046061-23046561
chr22	23052109	23052609	500	96	intergenic			chr22:23052109-23052609
chr22	23053175	23053675	500	184	intergenic			chr22:23053175-23053675
chr22	23062675	23063175	500	432	intergenic			chr22:23062675-23063175
chr22	23064337	23064837	500	77	intergenic			chr22:23064337-23064837
chr22	23069923	23070423	500	28	intergenic			chr22:23069923-23070423
chr22	23070696	23071196	500	31	intergenic			chr22:23070696-23071196
chr22	23078371	23078871	500	55	intergenic			chr22:23078371-23078871
chr22	23079184	23079684	500	36	intergenic			chr22:23079184-23079684
chr22	23088068	23088568	500	126	intergenic			chr22:23088068-23088568
chr22	23090687	23091187	500	140	intergenic			chr22:23090687-23091187
chr22	23095997	23096497	500	230	intergenic			chr22:23095997-23096497
chr22	23101921	23102421	500	34	intergenic			chr22:23101921-23102421
chr22	23102674	23103174	500	29	intergenic			chr22:23102674-23103174
chr22	23104852	23105352	500	34	intergenic			chr22:23104852-23105352
chr22	23112018	23112518	500	48	intergenic			chr22:23112018-23112518
chr22	23112638	23113138	500	269	intergenic			chr22:23112638-23113138
chr22	23125991	23126491	500	42	intergenic			chr22:23125991-23126491
chr22	23130578	23131078	500	211	intergenic			chr22:23130578-23131078
chr22	23138667	23139167	500	30	intergenic			chr22:23138667-23139167
chr22	23140750	23141377	627	39	intergenic			chr22:23140750-23141377
chr22	23143909	23144409	500	36	intergenic			chr22:23143909-23144409
chr22	23144780	23145280	500	88	intergenic			chr22:23144780-23145280
chr22	23151043	23151543	500	38	intergenic			chr22:23151043-23151543
chr22	23152405	23152905	500	149	intergenic			chr22:23152405-23152905
chr22	23165882	23166382	500	35	intergenic			chr22:23165882-23166382
chr22	23166702	23167202	500	33	intergenic			chr22:23166702-23167202
chr22	23167317	23167817	500	27	intergenic			chr22:23167317-23167817
chr22	23172497	23172997	500	33	intergenic			chr22:23172497-23172997
chr22	23175267	23176262	995	68	intergenic			chr22:23175267-23176262
chr22	23178624	23179124	500	66	intergenic			chr22:23178624-23179124
chr22	23180831	23181331	500	35	intergenic			chr22:23180831-23181331
chr22	23183527	23184027	500	33	intergenic			chr22:23183527-23184027
chr22	23184137	23184637	500	25	intergenic			chr22:23184137-23184637
chr22	23188438	23188938	500	43	intergenic			chr22:23188438-23188938
chr22	23190472	23190972	500	165	intergenic			chr22:23190472-23190972
chr22	23196596	23197096	500	34	intergenic			chr22:23196596-23197096
chr22	23197800	23198300	500	94	intergenic			chr22:23197800-23198300
chr22	23207466	23207966	500	35	intergenic			chr22:23207466-23207966
chr22	23208154	23208654	500	35	intergenic			chr22:23208154-23208654
chr22	23208707	23209464	757	55	intergenic			chr22:23208707-23209464
chr22	23219646	23220146	500	182	intergenic			chr22:23219646-23220146
chr22	23226046	23226546	500	473	intergenic			chr22:23226046-23226546
chr22	23232183	23232980	797	45	genic		IGLL5	chr22:23232183-23232980
chr22	23238707	23239207	500	31	intergenic			chr22:23238707-23239207
chr22	23239638	23240138	500	20	intergenic			chr22:23239638-23240138
chr22	23244408	23244908	500	38	intergenic			chr22:23244408-23244908
chr22	23245197	23245697	500	34	intergenic			chr22:23245197-23245697
chr22	23245756	23246256	500	28	intergenic			chr22:23245756-23246256
chr22	23251592	23252572	980	57	intergenic			chr22:23251592-23252572
chr22	23254538	23255038	500	40	intergenic			chr22:23254538-23255038
chr22	23265571	23266071	500	54	intergenic			chr22:23265571-23266071
chr22	23267997	23268497	500	55	intergenic			chr22:23267997-23268497
chr22	23270925	23271425	500	87	intergenic			chr22:23270925-23271425
chr22	23278439	23279884	1445	99	intergenic			chr22:23278439-23279884
chr22	23284863	23285363	500	373	intergenic			chr22:23284863-23285363
chr22	23290570	23291070	500	39	intergenic			chr22:23290570-23291070
chr22	23298066	23298566	500	248	intergenic			chr22:23298066-23298566
chr22	23301356	23301856	500	490	intergenic			chr22:23301356-23301856
chr22	23309253	23309753	500	18	intergenic			chr22:23309253-23309753
chr22	23316244	23316744	500	28	intergenic			chr22:23316244-23316744
chr22	23317002	23317773	771	58	intergenic			chr22:23317002-23317773
chr22	23318315	23318815	500	36	intergenic			chr22:23318315-23318815
chr22	23324293	23324793	500	22	intergenic			chr22:23324293-23324793
chr22	23327013	23327896	883	49	intergenic			chr22:23327013-23327896
chr22	23330329	23330829	500	32	intergenic			chr22:23330329-23330829
chr22	23337264	23338340	1076	61	intergenic			chr22:23337264-23338340
chr22	23339200	23339700	500	39	intergenic			chr22:23339200-23339700
chr22	23349900	23350400	500	31	intergenic			chr22:23349900-23350400
chr22	23351768	23352268	500	37	intergenic			chr22:23351768-23352268
chr22	23352730	23353230	500	38	intergenic			chr22:23352730-23353230
chr22	23358459	23358959	500	100	intergenic			chr22:23358459-23358959
chr22	23360480	23360980	500	32	intergenic			chr22:23360480-23360980
chr22	23369991	23370491	500	28	intergenic			chr22:23369991-23370491
chr22	23371954	23372454	500	49	intergenic			chr22:23371954-23372454
chr22	23377284	23377784	500	224	intergenic			chr22:23377284-23377784
chr22	23380149	23380649	500	40	intergenic			chr22:23380149-23380649
chr22	23382238	23382738	500	34	intergenic			chr22:23382238-23382738
chr22	23383627	23384127	500	30	intergenic			chr22:23383627-23384127
chr22	23384434	23384934	500	36	intergenic			chr22:23384434-23384934
chr22	23387458	23387958	500	30	intergenic			chr22:23387458-23387958
chr22	23388897	23389397	500	30	intergenic			chr22:23388897-23389397
chr22	23395324	23395824	500	29	intergenic			chr22:23395324-23395824
chr22	23396633	23397133	500	28	intergenic			chr22:23396633-23397133
chr22	23397784	23398284	500	28	intergenic			chr22:23397784-23398284
chr22	23411964	23412464	500	582	promoter	GNAZ	RSPH14	chr22:23411964-23412464
chr22	23419140	23419640	500	39	genic		GNAZ,RSPH14	chr22:23419140-23419640
chr22	23422690	23423190	500	50	genic		GNAZ,RSPH14	chr22:23422690-23423190
chr22	23428933	23429433	500	887	genic		GNAZ,RSPH14	chr22:23428933-23429433
chr22	23429748	23430248	500	115	genic		GNAZ,RSPH14	chr22:23429748-23430248
chr22	23442312	23442812	500	68	genic		GNAZ,RSPH14	chr22:23442312-23442812
chr22	23448012	23448512	500	55	genic		GNAZ,RSPH14	chr22:23448012-23448512
chr22	23449062	23449562	500	100	genic		GNAZ,RSPH14	chr22:23449062-23449562
chr22	23451041	23451541	500	51	genic		GNAZ,RSPH14	chr22:23451041-23451541
chr22	23452963	23453463	500	61	genic		GNAZ,RSPH14	chr22:23452963-23453463
chr22	23461902	23462402	500	103	genic		GNAZ,RSPH14	chr22:23461902-23462402
chr22	23466495	23466995	500	58	genic		GNAZ,RSPH14	chr22:23466495-23466995
chr22	23470561	23471061	500	275	genic		RSPH14	chr22:23470561-23471061
chr22	23473012	23474006	994	82	genic		RSPH14	chr22:23473012-23474006
chr22	23483482	23483982	500	174	promoter	RSPH14	RSPH14	chr22:23483482-23483982
chr22	23484046	23484546	500	1425	promoter	RSPH14	RSPH14	chr22:23484046-23484546
chr22	23487205	23487705	500	1557	promoter	RAB36	RAB36	chr22:23487205-23487705
chr22	23489798	23490298	500	122	genic		RAB36	chr22:23489798-23490298
chr22	23495060	23495560	500	60	genic		RAB36	chr22:23495060-23495560
chr22	23499113	23499613	500	68	genic		RAB36	chr22:23499113-23499613
chr22	23500400	23500900	500	57	genic		RAB36	chr22:23500400-23500900
chr22	23506269	23506769	500	68	genic		RAB36	chr22:23506269-23506769
chr22	23507408	23507908	500	50	genic		RAB36	chr22:23507408-23507908
chr22	23508392	23508892	500	96	intergenic			chr22:23508392-23508892
chr22	23511271	23511771	500	61	intergenic			chr22:23511271-23511771
chr22	23516069	23516569	500	231	intergenic			chr22:23516069-23516569
chr22	23519293	23519793	500	835	intergenic			chr22:23519293-23519793
chr22	23520664	23521164	500	319	intergenic			chr22:23520664-23521164
chr22	23521508	23522008	500	274	promoter	BCR		chr22:23521508-23522008
chr22	23522321	23522821	500	503	promoter	BCR	BCR	chr22:23522321-23522821
chr22	23524624	23525124	500	418	genic		BCR	chr22:23524624-23525124
chr22	23525396	23525896	500	469	genic		BCR	chr22:23525396-23525896
