chr	start	end	gene_name	strand	gene_id	effective_length	expected_count	TPM
chr2	178257470	178408564	AGPS	+	ENSG00000018510.13_3	3010.000000	10289.000000	46.200000
chr2	178414880	178417524	TTC30B	-	ENSG00000196659.9_2	3769.130000	526.360000	1.890000
chr2	178479025	178483694	TTC30A	-	ENSG00000197557.6_2	5727.130000	326.640000	0.770000
chr2	178487976	178937482	PDE11A	-	ENSG00000128655.16_3	5195.460000	1301.000000	3.380000
chr2	178977150	178994382	RBM45	+	ENSG00000155636.14_2	1426.500000	1590.000000	15.070000
chr2	179059207	179264160	OSBPL6	+	ENSG00000079156.16_2	3243.190000	1730.000000	7.210000
chr2	179296140	179315958	PRKRA	-	ENSG00000180228.12_2	1432.040000	3738.000000	35.280000
chr2	179316162	179326110	DFNB59	+	ENSG00000204311.12_3	1350.720000	55.000000	0.550000
chr2	179328390	179343355	FKBP7	-	ENSG00000079150.17_2	608.200000	653.000000	14.510000
chr2	179345198	179369782	PLEKHA3	+	ENSG00000116095.10_2	3053.250000	2181.000000	9.660000
chr2	179387917	179484944	TTN-AS1	+	ENSG00000237298.9_3	1090.270000	2248.500000	27.880000
chr2	179390717	179672150	TTN	-	ENSG00000155657.26_3	81781.130000	1154.250000	0.190000
chr2	179694483	179914786	CCDC141	-	ENSG00000163492.14_3	2505.860000	0.000000	0.000000
chr2	179966418	180129350	SESTD1	-	ENSG00000187231.13_3	1825.200000	215.000000	1.590000
chr2	180306710	180450633	ZNF385B	-	ENSG00000144331.18_3	317.180000	9.000000	0.380000
chr2	180809603	180871780	CWC22	-	ENSG00000163510.13_2	2871.410000	5957.000000	28.040000
chr2	181556830	181781666	SCHLAP1	+	ENSG00000281131.1_2	1188.130000	93.000000	1.060000
chr2	181845111	181928154	UBE2E3	+	ENSG00000170035.15_3	1217.000000	4196.000000	46.600000
chr2	181988563	182264280	LINC01934	+	ENSG00000234663.5_2	1523.130000	1.000000	0.010000
chr2	182321618	182403655	ITGA4	+	ENSG00000115232.13_2	1730.460000	25.000000	0.200000
chr2	182401400	182521834	CERKL	-	ENSG00000188452.13_3	2960.130000	16.000000	0.070000
chr2	182540832	182545392	NEUROD1	-	ENSG00000162992.3_3	1467.150000	0.000000	0.000000
chr2	182756442	182795464	SSFA2	+	ENSG00000138434.16_2	3333.490000	7895.000000	32.010000
chr2	182850550	182996109	PPP1R1C	+	ENSG00000150722.10_2	603.130000	3.000000	0.070000
chr2	183032613	183387572	PDE1A	-	ENSG00000115252.18_2	692.060000	11.000000	0.210000
chr2	183580767	183644750	DNAJC10	+	ENSG00000077232.17_3	4429.590000	9724.000000	29.670000
chr2	183698004	183731498	FRZB	-	ENSG00000162998.4_2	2914.130000	8.000000	0.040000
chr2	183789578	183903586	NCKAP1	-	ENSG00000061676.14_2	4290.320000	13792.000000	43.450000
chr2	183943286	183964722	DUSP19	+	ENSG00000162999.12_2	3661.120000	601.000000	2.220000
chr2	183989082	184026412	NUP35	+	ENSG00000163002.12_3	1398.730000	2334.000000	22.550000
chr2	185463092	185804214	ZNF804A	+	ENSG00000170396.7_2	4215.530000	105.000000	0.340000
chr2	186603621	186698016	FSIP2	+	ENSG00000188738.14_1	18635.970000	214.000000	0.160000
chr2	186648417	186664877	FSIP2-AS1	-	ENSG00000231646.5_2	441.150000	19.000000	0.580000
chr2	186898260	186951044	LINC01473	-	ENSG00000237877.6_2	339.170000	8.000000	0.320000
chr2	187350884	187374087	ZC3H15	+	ENSG00000065548.17_3	1811.070000	19303.000000	144.070000
chr2	187454789	187545629	ITGAV	+	ENSG00000138448.11_3	5805.620000	2878.000000	6.700000
chr2	187558788	187628512	FAM171B	+	ENSG00000144369.12_2	5578.130000	1.000000	0.000000
chr2	187692206	187713897	ZSWIM2	-	ENSG00000163012.3_2	1095.650000	0.000000	0.000000
chr2	188206689	188313021	CALCRL	-	ENSG00000064989.12_2	4907.130000	11.000000	0.030000
chr2	188328956	188419232	TFPI	-	ENSG00000003436.15_2	1464.350000	6442.000000	59.460000
chr2	188900322	189152418	LINC01090	-	ENSG00000231689.2_2	614.830000	255.480000	5.620000
chr2	189156395	189460652	GULP1	+	ENSG00000144366.15_3	1078.310000	1465.000000	18.360000
chr2	189598464	189654831	DIRC1	-	ENSG00000174325.4_3	789.130000	0.000000	0.000000
chr2	189839098	189877472	COL3A1	+	ENSG00000168542.14_3	3864.160000	23.000000	0.080000
chr2	189896640	190044605	COL5A2	-	ENSG00000204262.11_2	6151.130000	22.000000	0.050000
chr2	190306158	190340288	WDR75	+	ENSG00000115368.9_2	2530.210000	8604.000000	45.960000
chr2	190425315	190445537	SLC40A1	-	ENSG00000138449.10_3	1764.310000	4182.000000	32.040000
chr2	190526124	190535557	ASNSD1	+	ENSG00000138381.9_3	1725.680000	2940.000000	23.030000
chr2	190540710	190611376	ANKAR	+	ENSG00000151687.14_3	3732.130000	8.000000	0.030000
chr2	190611385	190627924	OSGEPL1	-	ENSG00000128694.11_2	1376.610000	399.000000	3.920000
chr2	190627505	190630282	OSGEPL1-AS1	+	ENSG00000253559.1_2	289.580000	50.000000	2.330000
chr2	190634992	190649097	ORMDL1	-	ENSG00000128699.13_3	892.350000	3506.000000	53.110000
chr2	190648810	190742355	PMS1	+	ENSG00000064933.17_3	1796.830000	2499.000000	18.800000
chr2	190920425	190927455	MSTN	-	ENSG00000138379.4_2	2574.130000	0.000000	0.000000
chr2	191045680	191068210	C2orf88	+	ENSG00000187699.10_3	2938.790000	3763.000000	17.310000
chr2	191069359	191184771	HIBCH	-	ENSG00000198130.15_3	1580.490000	2337.000000	19.990000
chr2	191208195	191236391	INPP1	+	ENSG00000151689.12_2	1151.340000	498.000000	5.850000
chr2	191273080	191367041	MFSD6	+	ENSG00000151690.14_3	2551.580000	676.000000	3.580000
chr2	191371618	191399468	NEMP2	-	ENSG00000189362.11_3	1981.900000	330.000000	2.250000
chr2	191523883	191557492	NAB1	+	ENSG00000138386.16_3	3119.510000	2081.000000	9.020000
chr2	191745546	191830270	GLS	+	ENSG00000115419.12_3	3117.440000	6342.410000	27.500000
chr2	191833761	191878976	STAT1	-	ENSG00000115415.18_3	3428.140000	4715.000000	18.590000
chr2	191894301	192015986	STAT4	-	ENSG00000138378.17_2	939.960000	0.000000	0.000000
chr2	192110001	192290115	MYO1B	+	ENSG00000128641.18_2	543.130000	8.000000	0.200000
chr2	192542797	192553248	NABP1	+	ENSG00000173559.12_2	3300.290000	2897.000000	11.870000
chr2	192699031	192712006	SDPR	-	ENSG00000168497.4_2	2981.130000	11665.000000	52.890000
chr2	192813771	193059659	TMEFF2	-	ENSG00000144339.11_2	2594.130000	1.000000	0.010000
chr2	193614570	193641625	PCGEM1	+	ENSG00000227418.6_3	926.630000	0.000000	0.000000
chr2	195208992	195284355	LINC01821	+	ENSG00000225539.5_2	615.810000	0.000000	0.000000
chr2	195595318	195626159	LINC01790	+	ENSG00000230173.1_2	2604.130000	0.000000	0.000000
chr2	196521851	196602426	SLC39A10	+	ENSG00000196950.13_3	3912.820000	2717.000000	9.390000
chr2	196602426	196933536	DNAH7	-	ENSG00000118997.13_3	2946.950000	25.000000	0.110000
chr2	196998306	197036336	STK17B	-	ENSG00000081320.10_3	4565.970000	1161.000000	3.440000
chr2	197059093	197457408	HECW2	-	ENSG00000138411.10_2	7695.670000	391.000000	0.690000
chr2	197504355	197597530	CCDC150	+	ENSG00000144395.17_2	1031.800000	1108.000000	14.520000
chr2	197627755	197664492	GTF3C3	-	ENSG00000119041.10_3	3533.010000	5778.000000	22.110000
chr2	197669138	197675000	C2orf66	-	ENSG00000187944.2_2	1421.130000	0.000000	0.000000
chr2	197697727	197791455	PGAP1	-	ENSG00000197121.14_2	4187.880000	118.000000	0.380000
chr2	197964194	198175521	ANKRD44	-	ENSG00000065413.18_3	3252.200000	18.000000	0.070000
chr2	198115581	198167243	ANKRD44-IT1	-	ENSG00000236977.1_3	821.130000	0.000000	0.000000
chr2	198283520	198299817	SF3B1	-	ENSG00000115524.15_2	3757.430000	30190.000000	108.600000
chr2	198318146	198340033	COQ10B	+	ENSG00000115520.8_2	1991.130000	797.000000	5.410000
chr2	198351307	198364640	HSPD1	-	ENSG00000144381.16_3	2007.780000	57377.000000	386.280000
chr2	198364720	198368187	HSPE1	+	ENSG00000115541.10_3	455.760000	21600.000000	640.610000
chr2	198364720	198418423	HSPE1-MOB4	+	ENSG00000270757.1_3	642.130000	0.000000	0.000000
chr2	198380766	198418423	MOB4	+	ENSG00000115540.14_3	1850.640000	2313.000000	16.890000
chr2	198435526	198540584	RFTN2	-	ENSG00000162944.10_3	1356.900000	30.000000	0.300000
chr2	198570027	198573114	MARS2	+	ENSG00000247626.4_3	2771.130000	1975.000000	9.630000
chr2	198591602	198649734	BOLL	-	ENSG00000152430.17_2	2494.130000	16.000000	0.090000
chr2	198669425	199014608	PLCL1	+	ENSG00000115896.15_2	5044.630000	2328.000000	6.240000
chr2	199164086	199239821	LINC01923	-	ENSG00000236653.2_3	980.160000	0.000000	0.000000
chr2	200134222	200322819	SATB2	-	ENSG00000119042.16_2	5224.960000	3879.870000	10.040000
chr2	200332820	200337481	SATB2-AS1	+	ENSG00000225953.2_2	1655.460000	35.130000	0.290000
chr2	200472790	200523855	LINC01877	+	ENSG00000238217.5_2	810.410000	0.000000	0.000000
chr2	200625258	200715896	FTCDNL1	-	ENSG00000226124.6_2	773.760000	6.000000	0.100000
chr2	200775978	200792996	C2orf69	+	ENSG00000178074.5_3	3382.430000	964.920000	3.860000
chr2	200793633	200820459	TYW5	-	ENSG00000162971.10_2	2964.630000	771.000000	3.520000
chr2	200820039	200828847	MAIP1	+	ENSG00000162972.10_3	659.020000	1102.080000	22.600000
chr2	201170603	201346986	SPATS2L	+	ENSG00000196141.13_3	1589.970000	2980.000000	25.330000
chr2	201353674	201374817	KCTD18	-	ENSG00000155729.12_2	2457.090000	529.000000	2.910000
chr2	201390864	201448818	SGO2	+	ENSG00000163535.17_3	3685.360000	3385.000000	12.420000
chr2	201450730	201536217	AOX1	+	ENSG00000138356.13_3	4826.130000	2.000000	0.010000
chr2	201560445	201659638	AOX3P-AOX2P	+	ENSG00000284084.1_1	408.660000	0.000000	0.000000
chr2	201577027	201599900	LINC01792	-	ENSG00000237166.1_2	1802.130000	1.000000	0.010000
chr2	201676644	201688574	BZW1	+	ENSG00000082153.17_3	2461.650000	14745.930000	80.970000
chr2	201717731	201729467	CLK1	-	ENSG00000013441.15_2	1570.040000	4352.000000	37.470000
chr2	201735678	201753849	PPIL3	-	ENSG00000240344.8_2	542.600000	1586.000000	39.510000
chr2	201754049	201768655	NIF3L1	+	ENSG00000196290.14_2	1077.820000	2710.000000	33.990000
chr2	201774893	201828424	ORC2	-	ENSG00000115942.8_2	3297.490000	3468.000000	14.220000
chr2	201838440	201936394	FAM126B	-	ENSG00000155744.9_2	8454.580000	2618.690000	4.190000
chr2	201936461	201950473	NDUFB3	+	ENSG00000119013.8_2	465.510000	5992.000000	173.990000
chr2	201980876	202037411	CFLAR	+	ENSG00000003402.19_3	2330.660000	7290.350000	42.280000
chr2	202005011	202022515	CFLAR-AS1	-	ENSG00000226312.7_2	500.610000	30.340000	0.820000
chr2	202047620	202086383	CASP10	+	ENSG00000003400.14_3	3799.010000	1710.000000	6.080000
chr2	202098165	202152434	CASP8	+	ENSG00000064012.21_3	2179.980000	2383.000000	14.780000
chr2	202152993	202222121	ALS2CR12	-	ENSG00000155749.12_2	271.180000	3.000000	0.150000
chr2	202241929	202316319	TRAK2	-	ENSG00000115993.12_3	5990.080000	2201.000000	4.970000
chr2	202316391	202345574	STRADB	+	ENSG00000082146.12_2	1723.170000	1110.000000	8.710000
chr2	202484906	202507667	TMEM237	-	ENSG00000155755.18_3	1864.930000	1251.000000	9.070000
chr2	202509596	202563417	MPP4	-	ENSG00000082126.17_2	1796.210000	0.000000	0.000000
chr2	202564985	202645895	ALS2	-	ENSG00000003393.14_3	3493.620000	2345.000000	9.070000
chr2	202671301	202760273	CDK15	+	ENSG00000138395.14_3	1330.700000	0.000000	0.000000
chr2	202899309	202903160	FZD7	+	ENSG00000155760.2_2	3611.130000	165.000000	0.620000
chr2	202937975	203069924	KIAA2012	+	ENSG00000182329.12_3	3150.730000	0.000000	0.000000
chr2	203070902	203103322	SUMO1	-	ENSG00000116030.16_2	1212.160000	5467.000000	60.960000
chr2	203130438	203168384	NOP58	+	ENSG00000055044.10_2	1429.400000	15494.000000	146.520000
chr2	203241049	203432474	BMPR2	+	ENSG00000204217.13_3	5458.130000	791.000000	1.960000
chr2	203499900	203634480	FAM117B	+	ENSG00000138439.11_2	5515.130000	530.000000	1.300000
chr2	203637872	203736708	ICA1L	-	ENSG00000163596.16_3	2194.060000	218.000000	1.340000
chr2	203745322	203776949	WDR12	-	ENSG00000138442.9_2	1142.650000	11185.000000	132.310000
chr2	203776940	203851208	CARF	+	ENSG00000138380.17_3	3687.690000	260.000000	0.950000
chr2	203879601	204082717	NBEAL1	+	ENSG00000144426.18_3	4245.080000	609.950000	1.940000
chr2	204103163	204170563	CYP20A1	+	ENSG00000119004.15_3	1500.260000	957.000000	8.620000
chr2	204192961	204296896	ABI2	+	ENSG00000138443.15_3	3233.630000	2222.940000	9.290000
chr2	204306191	204400058	RAPH1	-	ENSG00000173166.17_2	587.210000	5.060000	0.120000
chr2	204571197	204603636	CD28	+	ENSG00000178562.17_2	3099.800000	0.000000	0.000000
chr2	204732510	204738683	CTLA4	+	ENSG00000163599.14_2	721.130000	17.000000	0.320000
chr2	204801470	204826298	ICOS	+	ENSG00000163600.12_2	2338.630000	0.000000	0.000000
chr2	205410515	206484886	PARD3B	+	ENSG00000116117.17_2	5384.330000	185.000000	0.460000
chr2	206547223	206662857	NRP2	+	ENSG00000118257.16_3	1576.140000	14.000000	0.120000
chr2	206858444	206950906	INO80D	-	ENSG00000114933.15_3	10364.310000	1294.290000	1.690000
chr2	206980296	206981296	GCSHP3	-	ENSG00000237580.1_2	143.290000	0.000000	0.000000
chr2	206987802	207024243	NDUFS1	-	ENSG00000023228.13_3	2359.560000	10207.000000	58.470000
chr2	207024317	207027653	EEF1B2	+	ENSG00000114942.13_2	641.200000	31057.970000	654.720000
chr2	207040041	207082771	GPR1	-	ENSG00000183671.12_3	999.450000	0.000000	0.000000
chr2	207068099	207130967	GPR1-AS	+	ENSG00000279220.1_2	1958.640000	0.000000	0.000000
chr2	207139364	207179150	ZDBF2	+	ENSG00000204186.7_2	9642.130000	13.000000	0.020000
chr2	207308367	207485854	ADAM23	+	ENSG00000114948.12_2	2920.160000	0.000000	0.000000
chr2	207516344	207583120	DYTN	-	ENSG00000232125.2_3	992.690000	0.000000	0.000000
chr2	207602488	207630273	MDH1B	-	ENSG00000138400.12_2	1964.770000	18.000000	0.120000
chr2	207630111	207660911	FASTKD2	+	ENSG00000118246.13_3	2461.590000	3179.000000	17.460000
chr2	207804277	207834198	CPO	+	ENSG00000144410.4_2	961.130000	0.000000	0.000000
chr2	207938861	208030740	KLF7	-	ENSG00000118263.14_3	581.770000	8.000000	0.190000
chr2	208394615	208470713	CREB1	+	ENSG00000118260.14_3	2982.190000	2623.000000	11.890000
chr2	208445354	208490102	METTL21A	-	ENSG00000144401.14_2	804.980000	2094.000000	35.160000
chr2	208527107	208543846	LINC01857	+	ENSG00000224137.1_2	244.210000	0.000000	0.000000
chr2	208576263	208620896	CCNYL1	+	ENSG00000163249.11_3	3191.850000	914.000000	3.870000
chr2	208627309	208634143	FZD5	-	ENSG00000163251.3_2	6460.130000	1640.000000	3.430000
chr2	208686011	208890284	PLEKHM3	-	ENSG00000178385.14_3	8766.600000	266.000000	0.410000
chr2	208986330	208989313	CRYGD	-	ENSG00000118231.4_2	371.170000	0.000000	0.000000
chr2	208992860	208994554	CRYGC	-	ENSG00000163254.4_2	381.160000	0.000000	0.000000
chr2	209007296	209010877	CRYGB	-	ENSG00000182187.3_2	393.160000	0.000000	0.000000
chr2	209025463	209028297	CRYGA	-	ENSG00000168582.4_2	361.170000	0.000000	0.000000
chr2	209030070	209054773	C2orf80	-	ENSG00000188674.10_3	516.310000	0.000000	0.000000
chr2	209100950	209119867	IDH1	-	ENSG00000138413.13_2	1945.560000	10134.000000	70.410000
chr2	209119956	209120918	IDH1-AS1	+	ENSG00000231908.1_2	216.230000	21.000000	1.310000
chr2	209130990	209170271	PIKFYVE	+	ENSG00000115020.16_3	9264.510000	6017.000000	8.780000
chr2	209271554	209359231	PTH2R	+	ENSG00000144407.9_3	451.890000	106.000000	3.170000
chr2	210444402	210598834	MAP2	+	ENSG00000078018.19_3	1837.660000	0.000000	0.000000
chr2	210636716	210864024	UNC80	+	ENSG00000144406.18_3	7019.520000	14.000000	0.030000
chr2	210867288	210886984	RPE	+	ENSG00000197713.14_3	1905.750000	4467.150000	31.680000
chr2	210886144	211036094	KANSL1L	-	ENSG00000144445.16_2	3257.050000	642.850000	2.670000
chr2	211052715	211090215	ACADL	-	ENSG00000115361.7_2	1093.130000	0.000000	0.000000
chr2	211154867	211179895	MYL1	-	ENSG00000168530.15_2	583.140000	0.000000	0.000000
chr2	211189435	211335057	LANCL1-AS1	+	ENSG00000234281.5_2	436.830000	0.000000	0.000000
chr2	211295972	211341491	LANCL1	-	ENSG00000115365.11_3	3278.630000	4456.000000	18.370000
chr2	211421322	211543831	CPS1	+	ENSG00000021826.14_3	3743.580000	868.000000	3.130000
chr2	211482294	211484599	CPS1-IT1	+	ENSG00000280837.1_2	2058.130000	0.000000	0.000000
chr2	212240441	213403352	ERBB4	-	ENSG00000178568.14_3	4496.300000	0.000000	0.000000
chr2	213660054	213683987	LINC01878	+	ENSG00000234308.2_2	339.210000	0.000000	0.000000
chr2	213864410	214015058	IKZF2	-	ENSG00000030419.16_3	3732.340000	15.000000	0.050000
chr2	214149102	215275225	SPAG16	+	ENSG00000144451.18_2	1067.410000	362.000000	4.580000
chr2	215276291	215443676	VWC2L	+	ENSG00000174453.9_3	4232.130000	3.000000	0.010000
chr2	215374905	215401613	VWC2L-IT1	+	ENSG00000224257.1_3	219.230000	0.000000	0.000000
chr2	215590369	215674435	BARD1	-	ENSG00000138376.10_3	3896.900000	1655.000000	5.740000
chr2	215796265	216003151	ABCA12	-	ENSG00000144452.14_3	5282.160000	0.000000	0.000000
chr2	216176678	216214496	ATIC	+	ENSG00000138363.14_3	1128.070000	13448.000000	161.140000
chr2	216225162	216300791	FN1	-	ENSG00000115414.18_3	3611.390000	1859.000000	6.960000
chr2	216476285	216708259	LINC00607	-	ENSG00000235770.5_3	2192.930000	3.000000	0.020000
chr2	216582765	216585669	LINC01614	+	ENSG00000230838.1_2	400.160000	0.000000	0.000000
chr2	216807313	216878346	MREG	-	ENSG00000118242.15_3	1780.820000	199.000000	1.510000
chr2	216903110	216946539	PECR	-	ENSG00000115425.13_3	1126.940000	658.000000	7.890000
chr2	216946588	216967506	TMEM169	+	ENSG00000163449.10_2	1880.810000	0.000000	0.000000
chr2	216974019	217071016	XRCC5	+	ENSG00000079246.15_3	3083.810000	29228.000000	128.110000
chr2	217081611	217084915	LINC01963	+	ENSG00000260804.3_2	2900.130000	146.000000	0.680000
chr2	217122584	217236750	MARCH4	-	ENSG00000144583.4_2	4199.130000	11.000000	0.040000
chr2	217277136	217347774	SMARCAL1	+	ENSG00000138375.12_3	2066.420000	1883.000000	12.320000
chr2	217363519	217366188	RPL37A	+	ENSG00000197756.9_2	531.900000	56524.000000	1436.420000
chr2	217454715	217471661	LINC01280	-	ENSG00000224391.1_2	936.130000	0.000000	0.000000
chr2	217497550	217529158	IGFBP2	+	ENSG00000115457.9_3	1337.550000	0.000000	0.000000
chr2	217536827	217560272	IGFBP5	-	ENSG00000115461.4_3	5967.130000	9.000000	0.020000
chr2	217724181	217724782	TNP1	-	ENSG00000118245.2_2	159.280000	0.000000	0.000000
chr2	217735494	217736362	LINC01921	+	ENSG00000223874.1_3	145.290000	0.000000	0.000000
chr2	218147455	218208927	DIRC3-AS1	+	ENSG00000233143.1_2	309.180000	0.000000	0.000000
chr2	218148745	218621316	DIRC3	-	ENSG00000231672.6_2	1470.150000	0.000000	0.000000
chr2	218664511	218784959	TNS1	-	ENSG00000079308.16_3	2456.480000	147.060000	0.810000
chr2	218923877	218926013	CXCR2P1	-	ENSG00000229754.1_2	1540.630000	0.000000	0.000000
chr2	218933737	218955304	RUFY4	+	ENSG00000188282.12_2	1073.160000	0.000000	0.000000
chr2	218990735	219001976	CXCR2	+	ENSG00000180871.7_3	611.010000	0.000000	0.000000
chr2	219027567	219031716	CXCR1	-	ENSG00000163464.7_2	2240.130000	0.000000	0.000000
chr2	219082119	219119071	ARPC2	+	ENSG00000163466.15_2	1208.730000	8560.000000	95.720000
chr2	219125737	219128582	GPBAR1	+	ENSG00000179921.14_2	1134.130000	18.000000	0.210000
chr2	219128851	219134932	AAMP	-	ENSG00000127837.9_2	887.820000	7701.000000	117.250000
chr2	219135114	219211516	PNKD	+	ENSG00000127838.13_2	862.020000	3926.000000	61.560000
chr2	219138914	219157300	TMBIM1	-	ENSG00000135926.14_3	1861.700000	4915.000000	35.690000
chr2	219190963	219222689	CATIP-AS2	-	ENSG00000237281.1_2	287.190000	3.000000	0.140000
chr2	219221578	219232817	CATIP	+	ENSG00000158428.3_2	2135.130000	34.000000	0.220000
chr2	219231387	219232625	CATIP-AS1	-	ENSG00000225062.1_2	232.220000	1.000000	0.060000
chr2	219246751	219261617	SLC11A1	+	ENSG00000018280.16_2	3143.940000	236.000000	1.010000
chr2	219264477	219270664	CTDSP1	+	ENSG00000144579.7_3	1698.200000	6356.300000	50.590000
chr2	219283837	219314248	VIL1	+	ENSG00000127831.10_3	6283.130000	521.450000	1.120000
chr2	219314973	219433084	USP37	-	ENSG00000135913.10_2	4621.610000	1357.550000	3.970000
chr2	219433302	219461158	CNOT9	+	ENSG00000144580.13_3	2367.360000	5690.000000	32.490000
chr2	219472487	219501909	PLCD4	+	ENSG00000115556.13_2	3593.380000	97.540000	0.370000
chr2	219502639	219524263	ZNF142	-	ENSG00000115568.15_3	2584.030000	1166.000000	6.100000
chr2	219524378	219528166	BCS1L	+	ENSG00000074582.12_2	819.860000	3030.000000	49.950000
chr2	219528586	219536781	RNF25	-	ENSG00000163481.7_3	901.180000	1339.000000	20.080000
chr2	219536748	219567440	STK36	+	ENSG00000163482.11_3	1483.770000	804.000000	7.320000
chr2	219575567	219620138	TTLL4	+	ENSG00000135912.10_3	2303.080000	3167.000000	18.590000
chr2	219646471	219680016	CYP27A1	+	ENSG00000135929.8_3	1304.930000	0.000000	0.000000
chr2	219687105	219696512	PRKAG3	-	ENSG00000115592.11_2	1418.500000	0.000000	0.000000
chr2	219724545	219738954	WNT6	+	ENSG00000115596.3_2	807.700000	0.000000	0.000000
chr2	219745254	219758651	WNT10A	+	ENSG00000135925.8_2	804.930000	0.000000	0.000000
chr2	219765536	219795359	LINC01494	-	ENSG00000228135.1_2	763.130000	0.000000	0.000000
chr2	219824349	219826877	CDK5R2	+	ENSG00000171450.5_2	2260.130000	0.000000	0.000000
chr2	219841005	219842644	LINC00608	+	ENSG00000236445.4_2	2570.130000	10.000000	0.050000
chr2	219845808	219850379	FEV	-	ENSG00000163497.2_2	1607.140000	72.000000	0.610000
chr2	219854911	219858127	CRYBA2	-	ENSG00000163499.11_2	361.680000	0.000000	0.000000
chr2	219891269	219906273	CFAP65	-	ENSG00000181378.13_3	5629.130000	2.000000	0.000000
chr2	219919141	219925238	IHH	-	ENSG00000163501.6_2	1775.130000	0.000000	0.000000
chr2	219940045	220025587	NHEJ1	-	ENSG00000187736.12_3	1806.940000	944.290000	7.060000
chr2	220026180	220034817	SLC23A3	-	ENSG00000213901.10_3	1944.560000	7.000000	0.050000
chr2	220036618	220041715	CNPPD1	-	ENSG00000115649.15_2	1723.490000	3880.000000	30.430000
chr2	220042911	220050197	FAM134A	+	ENSG00000144567.10_3	2746.430000	2854.000000	14.050000
chr2	220071505	220074373	ZFAND2B	+	ENSG00000158552.12_3	946.460000	1793.000000	25.610000
chr2	220074487	220083712	ABCB6	-	ENSG00000115657.12_3	1697.540000	1440.460000	11.470000
chr2	220084101	220094410	ATG9A	-	ENSG00000198925.10_3	2975.090000	4717.540000	21.430000
chr2	220094478	220101391	ANKZF1	+	ENSG00000163516.13_2	1457.560000	5018.000000	46.530000
chr2	220101319	220110151	GLB1L	-	ENSG00000163521.15_3	1371.770000	215.000000	2.120000
chr2	220110176	220115059	STK16	+	ENSG00000115661.13_2	1427.410000	1692.040000	16.020000
chr2	220114432	220118668	TUBA4A	-	ENSG00000127824.13_3	1478.800000	3504.960000	32.040000
chr2	220117964	220136910	TUBA4B	+	ENSG00000243910.7_2	1132.130000	1.000000	0.010000
chr2	220144039	220151622	DNAJB2	+	ENSG00000135924.15_2	1234.330000	213.000000	2.330000
chr2	220154344	220174295	PTPRN	-	ENSG00000054356.13_3	2224.480000	168.000000	1.020000
chr2	220192130	220197899	RESP18	-	ENSG00000182698.11_2	514.480000	0.000000	0.000000
chr2	220236750	220252662	DNPEP	-	ENSG00000123992.18_2	1058.620000	4208.000000	53.730000
chr2	220283098	220291461	DES	+	ENSG00000175084.11_2	1172.180000	1396.000000	16.100000
chr2	220299699	220358354	SPEG	+	ENSG00000072195.14_1	2026.170000	738.000000	4.920000
chr2	220363586	220371718	GMPPA	+	ENSG00000144591.18_2	1199.910000	4882.000000	55.000000
chr2	220378891	220403494	ASIC4	+	ENSG00000072182.12_3	2194.360000	2367.000000	14.580000
chr2	220403668	220408487	CHPF	-	ENSG00000123989.13_2	1956.370000	3534.000000	24.420000
chr2	220408727	220415317	TMEM198	+	ENSG00000188760.10_3	1709.420000	251.000000	1.980000
chr2	220415449	220436268	OBSL1	-	ENSG00000124006.14_2	1672.110000	1953.000000	15.790000
chr2	220436953	220440435	INHA	+	ENSG00000123999.4_2	1220.130000	143.000000	1.580000
chr2	220462572	220481173	STK11IP	+	ENSG00000144589.21_2	1614.390000	1146.000000	9.600000
chr2	220492291	220506702	SLC4A3	+	ENSG00000114923.16_3	1807.210000	6.000000	0.040000
chr2	222282746	222437078	EPHA4	-	ENSG00000116106.11_3	1299.810000	0.000000	0.000000
chr2	223064605	223163715	PAX3	-	ENSG00000135903.18_2	1698.040000	0.000000	0.000000
chr2	223162865	223169936	CCDC140	+	ENSG00000163081.2_2	822.190000	0.000000	0.000000
chr2	223289225	223427341	SGPP2	+	ENSG00000163082.9_2	3088.130000	110.000000	0.480000
chr2	223436161	223521074	FARSB	-	ENSG00000116120.9_2	3121.130000	9490.000000	41.100000
chr2	223536456	223574649	MOGAT1	+	ENSG00000124003.12_2	800.130000	0.000000	0.000000
chr2	223725731	223808119	ACSL3	+	ENSG00000123983.13_2	2816.600000	10452.000000	50.160000
chr2	223916647	223920357	KCNE4	+	ENSG00000152049.6_2	1851.630000	0.000000	0.000000
chr2	224461657	224467217	SCG2	-	ENSG00000171951.4_3	2328.130000	200.000000	1.160000
chr2	224620046	224702319	AP1S3	-	ENSG00000152056.16_3	725.800000	152.000000	2.830000
chr2	224740059	224810104	WDFY1	-	ENSG00000085449.14_3	3305.710000	2502.000000	10.230000
chr2	224822120	224832431	MRPL44	+	ENSG00000135900.3_2	1500.130000	1975.000000	17.800000
chr2	224839764	224904036	SERPINE2	-	ENSG00000135919.12_3	740.130000	1.000000	0.020000
chr2	225243414	225266711	FAM124B	-	ENSG00000124019.9_2	2092.740000	871.000000	5.630000
chr2	225334866	225450114	CUL3	-	ENSG00000036257.12_3	1478.050000	4731.000000	43.270000
chr2	225629806	225907330	DOCK10	-	ENSG00000135905.18_2	6108.930000	28.000000	0.060000
chr2	226265601	226518734	NYAP2	+	ENSG00000144460.12_3	4342.130000	7.000000	0.020000
